publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p862811,earthquake,2016-11-15T05:45:57.721Z,2018-01-30T04:39:42.548Z,173.8657837,-42.21672058,4.181463128,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,20,14,0.2746821344,157.5237961,0.560919383,0
2016p862742,earthquake,2016-11-15T05:09:27.646Z,2018-01-12T03:13:48.409Z,173.6486969,-42.28828812,5.274230579,11.15705299,M,,LOCSAT,confirmed,manual,iasp91,27,18,13,0.1513280421,172.2635727,0.7237739992,0
2016p862636,earthquake,2016-11-15T04:12:45.426Z,2018-01-11T20:57:56.602Z,174.012558,-42.56562042,4.868806463,15.16740704,M,,LOCSAT,confirmed,manual,iasp91,51,30,22,0.3808715343,107.9075546,1.287322706,0
2016p862621,earthquake,2016-11-15T04:04:43.334Z,2018-01-11T20:40:45.958Z,174.2401886,-41.79700089,4.297778929,11.07157421,M,,LOCSAT,confirmed,manual,iasp91,51,36,25,0.05184575543,143.300621,0.7645404591,0
2016p862430,earthquake,2016-11-15T02:23:05.077Z,2018-01-09T01:52:51.404Z,174.3430939,-41.79098511,4.328142325,10.66363907,M,,LOCSAT,confirmed,manual,iasp91,37,26,18,0.1054031849,151.1842499,0.8266424443,0
2016p862364,earthquake,2016-11-15T01:47:53.905Z,2018-01-05T03:12:39.003Z,174.2201385,-41.68409729,4.496065056,8.526032448,M,,LOCSAT,confirmed,manual,iasp91,78,48,65,0.06503940374,102.2459793,0.6687966746,0
2016p862356,earthquake,2016-11-15T01:43:52.932Z,2018-01-04T21:31:37.507Z,174.2591248,-41.67596817,5.173879193,6.481728554,M,,LOCSAT,confirmed,manual,iasp91,48,28,20,0.08048611879,122.7148895,0.5308284601,0
2016p862341,earthquake,2016-11-15T01:36:35.303Z,2018-01-03T03:27:15.809Z,174.2065125,-41.68147278,4.063238555,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,15,10,0.06771111488,93.1452713,0.6661249692,0
2016p862339,earthquake,2016-11-15T01:34:45.265Z,2018-01-03T01:47:44.592Z,174.2169342,-41.68177795,5.817842039,5.816515923,M,,LOCSAT,confirmed,manual,iasp91,34,23,115,0.06722511351,99.86979675,0.6529398464,0
2016p862325,earthquake,2016-11-15T01:26:55.925Z,2018-01-02T22:31:16.171Z,173.9200287,-42.30036545,4.178645952,9.502997398,M,,LOCSAT,confirmed,manual,iasp91,31,17,13,0.3051575422,169.9440231,0.6144517249,0
2016p862211,earthquake,2016-11-15T00:26:26.764Z,2017-12-15T03:51:13.175Z,172.7682648,-42.77409744,4.517841578,11.17098904,M,,LOCSAT,confirmed,manual,iasp91,44,24,16,0.1945066899,52.39309692,0.9048381739,0
2016p861988,earthquake,2016-11-14T22:27:13.281Z,2017-12-06T03:47:17.397Z,174.0875549,-42.55625153,4.318225248,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,45,29,20,0.3269780278,166.0666733,0.9497606646,0
2016p861850,earthquake,2016-11-14T21:14:09.460Z,2017-11-27T02:04:16.860Z,173.5709991,-42.22726059,4.424395216,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,39,25,72,0.1900880635,94.53607559,0.7480401817,0
2016p861773,earthquake,2016-11-14T20:32:53.904Z,2017-11-24T04:38:33.596Z,174.0742645,-42.48439789,4.166450325,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,18,7,0.296050936,206.4500084,0.8598430558,0
2016p861727,earthquake,2016-11-14T20:08:39.028Z,2017-11-23T20:12:52.741Z,174.4238129,-41.70468903,4.140259147,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,43,32,21,0.1633084416,144.5257568,0.8152615537,0
2016p861719,earthquake,2016-11-14T20:04:12.832Z,2017-11-23T20:30:07.887Z,173.107193,-42.52777863,4.204401846,11.16081429,M,,LOCSAT,confirmed,manual,iasp91,36,26,15,0.09981063008,79.91953278,0.8694123342,0
2016p861632,earthquake,2016-11-14T19:17:34.290Z,2017-11-22T22:46:03.323Z,173.6977997,-42.23801804,5.140757593,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,15,6,0.1880316436,144.7302208,0.764782281,0
2016p861596,earthquake,2016-11-14T18:58:24.455Z,2017-11-22T20:24:20.024Z,174.1478577,-41.72365952,4.337666537,7.59950161,M,,LOCSAT,confirmed,manual,iasp91,33,27,15,0.05549116805,66.70070648,0.4638549119,0
2016p861511,earthquake,2016-11-14T18:13:04.447Z,2017-11-21T04:14:15.330Z,173.5816345,-42.51493835,4.248813551,15.20255756,M,,LOCSAT,confirmed,manual,iasp91,29,21,15,0.1038123742,148.2740631,0.799680401,0
2016p861471,earthquake,2016-11-14T17:51:42.814Z,2017-11-21T21:34:40.215Z,172.8095093,-42.6726532,4.033039542,9.446372032,M,,LOCSAT,confirmed,manual,iasp91,30,19,9,0.1877706349,57.72910309,0.8135802475,0
2016p861263,earthquake,2016-11-14T16:01:24.848Z,2017-11-19T05:34:17.129Z,173.6062927,-42.38137054,4.053172021,15.9079237,M,,LOCSAT,confirmed,manual,iasp91,42,26,19,0.06068836153,81.06723022,0.8907685345,0
2016p861251,earthquake,2016-11-14T15:54:55.848Z,2017-11-19T04:35:39.259Z,173.0394745,-42.49469376,4.747483413,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,13,9,0.1251208931,92.71405029,0.4273632769,0
2016p861192,earthquake,2016-11-14T15:22:39.875Z,2017-11-17T02:38:14.438Z,174.0920563,-41.97678757,4.713109806,10.86295986,M,,LOCSAT,confirmed,manual,iasp91,30,18,7,0.08516383916,153.4888306,1.116792103,0
2016p861190,earthquake,2016-11-14T15:22:18.158Z,2017-11-17T02:06:03.471Z,174.1639557,-41.69136047,4.559721032,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,72,51,87,0.06864731014,65.20378113,0.9235009095,0
2016p861107,earthquake,2016-11-14T14:38:20.278Z,2017-11-15T21:27:57.859Z,174.3939362,-41.55784225,4.035877296,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,28,18,0.2338954061,123.8970642,0.4384308363,0
2016p861102,earthquake,2016-11-14T14:35:33.101Z,2017-11-15T21:16:55.504Z,173.457077,-42.43481445,4.513755425,18.48610878,M,,LOCSAT,confirmed,manual,iasp91,46,27,14,0.06348888576,105.625618,0.8612321679,0
2016p861086,earthquake,2016-11-14T14:26:59.878Z,2017-11-15T04:13:16.112Z,173.0219116,-42.63973236,4.309225709,9.413135529,M,,LOCSAT,confirmed,manual,iasp91,41,26,14,0.03094020113,66.4954834,0.6940497143,0
2016p861081,earthquake,2016-11-14T14:24:10.281Z,2016-11-14T17:33:58.497Z,174.4177704,-41.89554977,4.088587992,0.573905468,M,,LOCSAT,confirmed,manual,iasp91,41,39,28,0.211369276,153.2142372,0.4692215729,0
2016p861037,earthquake,2016-11-14T14:00:39.046Z,2017-11-14T22:40:59.656Z,173.8574982,-42.32414627,4.129460671,10.81373978,M,,LOCSAT,confirmed,manual,iasp91,20,12,6,0.1649523824,179.4962406,0.6690727752,0
2016p861036,earthquake,2016-11-14T14:00:34.870Z,2017-11-14T22:58:57.158Z,174.136261,-41.94679642,4.030654548,39.64330292,M,,LOCSAT,confirmed,manual,iasp91,22,16,18,0.1193175763,149.9948273,0.6576819532,0
2016p861018,earthquake,2016-11-14T13:50:50.695Z,2017-11-13T21:33:56.272Z,174.399704,-41.56055832,4.678186303,12.57973957,M,,LOCSAT,confirmed,manual,iasp91,50,30,19,0.234227106,125.136528,0.5476991549,0
2016p860972,earthquake,2016-11-14T13:26:11.499Z,2017-11-13T01:28:22.883Z,174.2425385,-41.71522903,4.292119026,16.05687714,M,,LOCSAT,confirmed,manual,iasp91,37,28,18,0.04002187029,133.0266647,0.5816618225,0
2016p860973,earthquake,2016-11-14T13:26:08.208Z,2017-11-13T01:42:12.934Z,173.6739655,-42.34943771,4.200733368,17.17570305,M,,LOCSAT,confirmed,manual,iasp91,30,24,29,0.07656488568,145.2118416,0.7641774109,0
2016p860963,earthquake,2016-11-14T13:21:06.503Z,2017-11-12T05:35:44.295Z,174.2945251,-41.70551682,4.52710259,9.028079033,M,,LOCSAT,confirmed,manual,iasp91,60,34,17,0.07442124188,138.5441437,0.5386385997,0
2016p860892,earthquake,2016-11-14T12:43:44.218Z,2017-11-11T05:58:57.208Z,173.8218231,-42.091259,4.073765562,7.761336803,M,,LOCSAT,confirmed,manual,iasp91,34,26,64,0.1802581698,148.3081207,0.6247390344,0
2016p860816,earthquake,2016-11-14T12:03:00.722Z,2017-11-09T03:51:06.250Z,173.5789185,-42.39838028,4.84207645,15.38399792,M,,LOCSAT,confirmed,manual,iasp91,32,22,15,0.03442000598,86.09632874,0.6121525882,0
2016p860810,earthquake,2016-11-14T11:59:43.970Z,2017-11-09T03:41:22.475Z,174.277832,-41.68397141,4.343028484,9.798614502,M,,LOCSAT,confirmed,manual,iasp91,40,23,17,0.08075046539,134.5773544,0.459526096,0
2016p860758,earthquake,2016-11-14T11:32:10.524Z,2017-11-08T21:58:12.484Z,173.647522,-42.29262924,4.03597685,14.32303715,M,,LOCSAT,confirmed,manual,iasp91,50,34,20,0.1355462968,109.6472893,0.9578052441,0
2016p860755,earthquake,2016-11-14T11:30:36.335Z,2017-11-08T21:50:08.166Z,174.2756958,-41.67373276,4.374910561,8.713629723,M,,LOCSAT,confirmed,manual,iasp91,49,27,18,0.08834438026,129.3820572,0.6108927003,0
2016p860751,earthquake,2016-11-14T11:27:55.441Z,2017-11-08T21:41:31.380Z,173.7700653,-42.01970673,4.49465852,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,36,21,13,0.1700559705,120.6917343,0.5172574532,0
2016p860744,earthquake,2016-11-14T11:24:53.269Z,2017-11-08T20:49:03.323Z,174.0089569,-42.36063004,4.462384886,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,16,12,0.2507192492,179.5002556,0.6910723489,0
2016p860729,earthquake,2016-11-14T11:16:42.803Z,2017-11-08T05:04:55.799Z,174.2624207,-41.69561768,5.024858926,7.950045109,M,,LOCSAT,confirmed,manual,iasp91,46,26,16,0.06457902491,133.5822449,0.4001472692,0
2016p860725,earthquake,2016-11-14T11:14:20.932Z,2017-11-08T04:55:26.255Z,174.2693024,-41.70938492,4.839725387,6.381960869,M,,LOCSAT,confirmed,manual,iasp91,52,37,18,0.05738237873,137.7730713,0.4952692336,0
2016p860612,earthquake,2016-11-14T10:14:31.385Z,2017-11-07T01:12:56.094Z,174.3147125,-41.70589447,4.010616249,11.63610744,M,,LOCSAT,confirmed,manual,iasp91,25,17,11,0.08694753051,133.6639709,0.4388064908,0
2016p860592,earthquake,2016-11-14T10:03:50.252Z,2017-11-05T00:56:27.942Z,173.2480164,-42.57275772,4.982363569,11.19238663,M,,LOCSAT,confirmed,manual,iasp91,30,23,12,0.1509605944,109.7394333,0.7550401487,0
2016p860567,earthquake,2016-11-14T09:49:56.794Z,2017-11-05T00:02:56.177Z,173.7741547,-42.43452454,5.008802034,9.552521706,M,,LOCSAT,confirmed,manual,iasp91,49,45,29,0.06868562102,147.1863213,0.752349949,0
2016p860435,earthquake,2016-11-14T08:40:02.466Z,2017-11-01T22:41:40.602Z,174.3428955,-41.7118988,4.21806309,12.15611649,M,,LOCSAT,confirmed,manual,iasp91,42,31,17,0.1034861505,135.8545761,0.5192725047,0
2016p860329,earthquake,2016-11-14T07:43:28.787Z,2017-10-31T02:39:24.786Z,174.0223083,-41.9319458,4.252121907,6.923217773,M,,LOCSAT,confirmed,manual,iasp91,29,16,9,0.03864718601,145.8969231,0.5358647112,0
2016p860311,earthquake,2016-11-14T07:34:32.175Z,2017-10-31T01:17:22.066Z,174.2345886,-41.67195892,4.435780027,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,20,13,0.07855024189,108.7194519,0.3608414605,0
2016p860287,earthquake,2016-11-14T07:21:04.889Z,2017-10-30T22:05:24.902Z,174.2872314,-41.73667526,5.752227217,11.48209858,M,,LOCSAT,confirmed,manual,iasp91,26,22,14,0.05630378053,141.8011246,0.5036657192,0
2016p860280,earthquake,2016-11-14T07:17:31.839Z,2017-10-30T04:55:46.570Z,174.1075134,-42.26805878,4.282771371,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,21,12,0.3259484172,182.7470398,0.6884526304,0
2016p860273,earthquake,2016-11-14T07:13:53.229Z,2017-10-30T04:42:12.189Z,173.7525177,-42.03152084,4.08371505,11.7416544,M,,LOCSAT,confirmed,manual,iasp91,47,28,19,0.1867007315,119.3915863,0.7798217252,0
2016p860241,earthquake,2016-11-14T06:55:50.311Z,2017-11-13T21:04:47.211Z,173.1867523,-42.42734909,4.000655525,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,12,4,0.2157555819,93.20100403,0.649589567,0
2016p860234,earthquake,2016-11-14T06:52:53.413Z,2017-10-27T02:43:23.508Z,174.3078613,-41.74937439,4.507982467,11.85808372,M,,LOCSAT,confirmed,manual,iasp91,48,31,25,0.07036944479,141.2831802,0.7746797098,0
2016p860224,earthquake,2016-11-14T06:47:50.814Z,2017-10-27T01:43:35.398Z,174.0207214,-42.38825607,5.72230256,16.79718208,M,,LOCSAT,confirmed,manual,iasp91,37,29,18,0.2535624802,155.4333534,0.9438972457,0
2016p860215,earthquake,2016-11-14T06:43:00.476Z,2017-10-27T01:13:17.837Z,174.2632751,-41.76691055,5.582599545,13.15195179,M,,LOCSAT,confirmed,manual,iasp91,65,45,18,0.04109442979,141.349411,0.606883415,0
2016p860192,earthquake,2016-11-14T06:30:25.247Z,2017-10-26T01:39:18.857Z,173.4183655,-42.50624466,4.088089284,15.18791008,M,,LOCSAT,confirmed,manual,iasp91,38,26,13,0.1268952489,124.3645325,0.9082323261,0
2016p860189,earthquake,2016-11-14T06:29:05.067Z,2017-10-26T01:14:03.459Z,174.2966614,-41.75813675,4.48940346,7.339066982,M,,LOCSAT,confirmed,manual,iasp91,32,24,16,0.06265003979,154.342392,0.5496285791,0
2016p860169,earthquake,2016-11-14T06:18:09.420Z,2017-10-25T22:18:07.169Z,173.1607056,-42.51335526,4.319247491,4.890272141,M,,LOCSAT,confirmed,manual,iasp91,25,20,6,0.1323082745,98.22460938,0.4761268547,0
2016p860119,earthquake,2016-11-14T05:51:36.587Z,2017-10-25T02:06:44.372Z,173.9203491,-42.37541962,4.367807688,11.62698936,M,,LOCSAT,confirmed,manual,iasp91,38,26,25,0.183495298,150.7176971,0.8086277687,0
2016p860111,earthquake,2016-11-14T05:47:14.245Z,2017-10-24T22:40:06.878Z,174.3151855,-41.70011139,4.365076218,4.600730896,M,,LOCSAT,confirmed,manual,iasp91,26,15,9,0.09025155753,163.4500732,0.551238016,0
2016p860110,earthquake,2016-11-14T05:46:32.515Z,2017-10-24T22:32:15.783Z,174.1405182,-41.70000458,4.129524041,9.578052521,M,,LOCSAT,confirmed,manual,iasp91,50,29,19,0.07354800403,53.76283264,0.6968360433,0
2016p860073,earthquake,2016-11-14T05:27:05.963Z,2017-10-24T03:12:26.393Z,173.65625,-42.49502563,4.042302114,7.641549587,M,,LOCSAT,confirmed,manual,iasp91,30,21,43,0.1173597053,146.6991234,0.8304562644,0
2016p860053,earthquake,2016-11-14T05:16:32.460Z,2017-10-23T22:58:26.066Z,173.3909607,-42.39008713,5.160148601,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,15,7,0.1126396656,88.08001709,0.4997779888,0
2016p859971,earthquake,2016-11-14T04:32:50.950Z,2017-10-19T02:13:50.922Z,173.6893158,-42.39436722,4.194179336,6.940668106,M,,LOCSAT,confirmed,manual,iasp91,57,40,13,0.03187234327,134.32724,0.7941602028,0
2016p859929,earthquake,2016-11-14T04:10:21.828Z,2017-10-18T03:27:21.560Z,173.5823517,-42.14295959,5.143930913,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,36,24,72,0.2747344971,107.4174538,0.5445704572,0
2016p859920,earthquake,2016-11-14T04:05:47.475Z,2017-10-18T03:03:31.458Z,173.6381378,-42.26462936,4.752681918,6.945884228,M,,LOCSAT,confirmed,manual,iasp91,40,27,11,0.1643469334,107.9694786,0.7534919026,0
2016p859872,earthquake,2016-11-14T03:40:18.721Z,2017-10-17T21:48:06.197Z,174.3499908,-41.73059464,4.791970176,9.192276955,M,,LOCSAT,confirmed,manual,iasp91,39,23,16,0.1035571173,153.7184219,0.5246654011,0
2016p859789,earthquake,2016-11-14T02:56:06.321Z,2017-10-16T02:39:26.085Z,173.609375,-42.41259384,4.216223437,4.681044102,M,,LOCSAT,confirmed,manual,iasp91,17,12,7,0.05224669352,118.5960693,0.5766495484,0
2016p859780,earthquake,2016-11-14T02:50:49.509Z,2017-10-16T01:30:02.907Z,174.2645569,-41.68114471,4.104350215,5.851190567,M,,LOCSAT,confirmed,manual,iasp91,39,27,17,0.07773049921,127.4784317,0.4502529542,0
2016p859719,earthquake,2016-11-14T02:18:11.906Z,2017-10-11T02:37:31.797Z,173.9925842,-41.96553802,4.231659688,5.726069927,M,,LOCSAT,confirmed,manual,iasp91,44,28,9,0.01289453637,138.1751709,0.6866854079,0
2016p859698,earthquake,2016-11-14T02:07:44.364Z,2017-10-10T21:35:01.328Z,173.1899109,-42.40238953,4.384220217,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,19,6,0.2392065078,77.50901794,0.5195255245,0
2016p859690,earthquake,2016-11-14T02:02:58.268Z,2017-10-10T04:42:14.512Z,173.849884,-42.38520813,4.378420815,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,18,7,0.1307047606,169.6682014,0.7409108072,0
2016p859686,earthquake,2016-11-14T02:01:12.490Z,2017-10-10T02:58:45.485Z,173.8614807,-42.53105545,4.1246688,10.40297318,M,,LOCSAT,confirmed,manual,iasp91,52,39,33,0.1693137437,158.4632301,0.9586900295,0
2016p859677,earthquake,2016-11-14T01:56:07.158Z,2017-10-10T01:36:31.187Z,173.9035187,-41.90433884,4.090977284,11.30611992,M,,LOCSAT,confirmed,manual,iasp91,30,20,12,0.07753331214,189.0611877,0.5487207075,0
2016p859663,earthquake,2016-11-14T01:46:19.020Z,2017-10-04T22:51:57.094Z,173.1627197,-42.57909775,4.294580037,6.812549114,M,,LOCSAT,confirmed,manual,iasp91,45,30,7,0.09010869265,100.8346405,0.7500370892,0
2016p859628,earthquake,2016-11-14T01:30:14.594Z,2017-10-02T20:39:49.594Z,173.7338867,-42.33687592,5.38535422,11.05774117,M,,LOCSAT,confirmed,manual,iasp91,33,24,19,0.09679955989,171.8379841,0.7193361914,0
2016p859625,earthquake,2016-11-14T01:28:22.710Z,2017-10-02T04:25:24.937Z,173.879425,-41.98282242,5.249665723,7.596300125,M,,LOCSAT,confirmed,manual,iasp91,38,25,7,0.247992143,145.6324348,0.6684475356,0
2016p859616,earthquake,2016-11-14T01:23:39.928Z,2017-10-02T03:24:03.608Z,173.5533295,-42.21730423,4.136196705,5.722325325,M,,LOCSAT,confirmed,manual,iasp91,30,19,8,0.1988332421,104.6390533,0.4783763203,0
2016p859584,earthquake,2016-11-14T01:06:46.163Z,2017-10-02T00:39:06.418Z,173.877243,-42.27676392,4.172779626,10.2516098,M,,LOCSAT,confirmed,manual,iasp91,24,15,11,0.2076187134,165.7940063,0.4984937096,0
2016p859578,earthquake,2016-11-14T01:03:21.402Z,2017-10-01T21:11:00.130Z,173.3731689,-42.35915375,4.538891002,4.961349964,M,,LOCSAT,confirmed,manual,iasp91,38,24,9,0.1353278309,74.181427,0.8290776639,0
2016p859576,earthquake,2016-11-14T01:02:12.772Z,2017-09-29T04:17:34.196Z,172.8005219,-42.67287827,4.214218965,9.301255226,M,,LOCSAT,confirmed,manual,iasp91,30,18,8,0.0282933414,65.69994926,0.5208189416,0
2016p859572,earthquake,2016-11-14T01:00:08.828Z,2017-09-29T03:14:44.653Z,174.3125305,-41.69152069,4.118473947,5.7752738,M,,LOCSAT,confirmed,manual,iasp91,33,32,13,0.09360024333,137.7613068,0.5419030555,0
2016p859570,earthquake,2016-11-14T00:59:00.908Z,2017-09-29T02:49:52.159Z,174.2285614,-41.70093918,4.340158707,9.520296097,M,,LOCSAT,confirmed,manual,iasp91,56,42,38,0.04928961024,133.9533768,0.5391508311,0
2016p859569,earthquake,2016-11-14T00:58:29.167Z,2017-09-29T02:11:45.414Z,173.610199,-42.40417862,4.093532954,13,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,32,37,0.0540532507,93.00256348,0.6120457355,0
2016p859561,earthquake,2016-11-14T00:54:21.976Z,2017-09-29T01:41:24.571Z,173.8862305,-42.26683044,4.676559881,11.09730339,M,,LOCSAT,confirmed,manual,iasp91,33,24,12,0.2194002122,163.2439651,0.6219350336,0
2016p859546,earthquake,2016-11-14T00:46:34.193Z,2017-09-28T04:39:24.551Z,173.1705017,-42.46875763,4.111100821,8.127892494,M,,LOCSAT,confirmed,manual,iasp91,49,31,15,0.1736292094,83.72951508,0.7371357954,0
2016p859524,earthquake,2016-11-14T00:34:23.359Z,2017-09-28T02:39:56.164Z,173.1375732,-42.46536255,6.656748205,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,32,26,54,0.1660360545,79.22915649,0.5683598441,0
2016p859493,earthquake,2016-11-14T00:17:57.905Z,2017-09-27T02:02:13.292Z,173.2447662,-42.45265961,4.001770915,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,30,21,11,0.2185240537,91.07527161,0.7016698369,0
2016p859488,earthquake,2016-11-14T00:15:38.023Z,2017-09-27T01:49:55.227Z,173.7632751,-42.26001358,4.1236081,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,14,42,0.1762748361,189.6687555,0.7880149136,0
2016p859456,earthquake,2016-11-13T23:57:49.457Z,2017-09-24T06:38:59.439Z,173.1443481,-42.54557037,4.133879971,11.81089592,M,,LOCSAT,confirmed,manual,iasp91,28,19,19,0.09972713143,86.83680725,0.5742112499,0
2016p859450,earthquake,2016-11-13T23:54:58.341Z,2017-09-24T02:26:34.137Z,174.3369141,-41.70196533,4.830143565,11.48480892,M,,LOCSAT,confirmed,manual,iasp91,38,25,76,0.103442736,134.3754807,0.6214585861,0
2016p859449,earthquake,2016-11-13T23:54:44.799Z,2017-09-24T01:42:38.058Z,173.1845856,-42.51037598,4.001829898,8.336535454,M,,LOCSAT,confirmed,manual,iasp91,34,21,8,0.1457719803,90.39383698,0.7923330273,0
2016p859439,earthquake,2016-11-13T23:49:12.053Z,2017-09-24T00:57:56.225Z,174.3457489,-41.70961761,5.19361659,6.91605711,M,,LOCSAT,confirmed,manual,iasp91,59,36,18,0.1063072905,141.4688034,0.6823432642,0
2016p859423,earthquake,2016-11-13T23:40:51.743Z,2017-09-24T00:11:34.439Z,173.4961395,-42.3602829,4.301882447,5.345646381,M,,LOCSAT,confirmed,manual,iasp91,27,15,7,0.06407234073,73.57584,0.5210082092,0
2016p859398,earthquake,2016-11-13T23:27:47.668Z,2017-09-22T02:42:24.697Z,173.9148407,-42.28898621,4.020155413,12.8789196,M,,LOCSAT,confirmed,manual,iasp91,91,54,8,0.2201112956,176.4755211,0.8367170041,0
2016p859378,earthquake,2016-11-13T23:17:33.343Z,2017-09-21T21:53:22.576Z,173.8491058,-42.10297394,5.169089164,9.81598568,M,,LOCSAT,confirmed,manual,iasp91,45,31,42,0.1771407276,137.4121361,0.714934792,0
2016p859377,earthquake,2016-11-13T23:16:03.284Z,2017-09-21T05:48:05.626Z,174.0080719,-41.87961197,4.447419547,11.33967495,M,,LOCSAT,confirmed,manual,iasp91,26,15,11,0.07858019322,132.79282,0.5178617684,0
2016p859344,earthquake,2016-11-13T22:58:52.261Z,2017-09-21T03:36:13.205Z,172.7520599,-42.66356277,4.1872835,11.35073566,M,,LOCSAT,confirmed,manual,iasp91,57,35,11,0.05176645517,45.05316734,0.6924190217,0
2016p859336,earthquake,2016-11-13T22:54:18.487Z,2017-09-21T02:09:24.205Z,173.5593414,-42.3823204,4.75847629,20.7990818,M,,LOCSAT,confirmed,manual,iasp91,64,42,23,0.03686862811,79.53380585,0.7992732974,0
2016p859333,earthquake,2016-11-13T22:50:50.066Z,2017-09-20T23:22:45.689Z,173.3103943,-42.45539856,4.267069105,4.54799366,M,,LOCSAT,confirmed,manual,iasp91,16,12,4,0.1737371981,117.5710983,0.5623646525,0
2016p859330,earthquake,2016-11-13T22:50:44.821Z,2017-09-20T23:47:14.588Z,173.6685638,-42.35085678,4.284422286,17.08675957,M,,LOCSAT,confirmed,manual,iasp91,35,22,7,0.07557860762,141.7564011,0.6773914071,0
2016p859323,earthquake,2016-11-13T22:46:46.664Z,2017-09-20T05:10:23.369Z,173.6233063,-42.25426102,4.08910189,8.641736984,M,,LOCSAT,confirmed,manual,iasp91,21,14,7,0.1732912958,131.1213856,0.5792991678,0
2016p859310,earthquake,2016-11-13T22:40:23.404Z,2017-09-20T03:50:57.142Z,173.6766205,-42.0585556,4.219502568,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,24,18,0.2493356764,127.9126587,0.7140862492,0
2016p859299,earthquake,2016-11-13T22:34:49.383Z,2017-09-20T02:46:39.172Z,174.241333,-41.69979477,4.056233841,7.846745014,M,,LOCSAT,confirmed,manual,iasp91,35,26,18,0.05331997946,127.7520065,0.5007294251,0
2016p859280,earthquake,2016-11-13T22:24:39.131Z,2017-09-19T06:33:21.812Z,174.1492157,-41.91685486,4.01205378,10.11043262,M,,LOCSAT,confirmed,manual,iasp91,33,27,18,0.08974959701,185.133522,0.6038481767,0
2016p859278,earthquake,2016-11-13T22:23:13.562Z,2017-09-19T06:24:29.158Z,172.6286774,-42.57283401,4.146100888,9.498558998,M,,LOCSAT,confirmed,manual,iasp91,35,21,12,0.1571529806,73.64306641,0.6982214813,0
2016p859277,earthquake,2016-11-13T22:22:41.895Z,2017-09-19T06:15:09.505Z,173.6718445,-41.95973587,4.005663527,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,14,8,0.2309333682,112.2597961,0.5794971999,0
2016p859274,earthquake,2016-11-13T22:21:35.134Z,2017-09-19T06:05:51.646Z,172.8133698,-42.65593338,4.363481261,10.38337803,M,,LOCSAT,confirmed,manual,iasp91,25,16,9,0.04624240473,73.99089813,0.6541835444,0
2016p859270,earthquake,2016-11-13T22:19:32.198Z,2017-09-19T06:00:00.950Z,173.0904541,-42.35208893,5.176747839,10.70491886,M,,LOCSAT,confirmed,manual,iasp91,44,35,23,0.2685890198,62.57929993,0.8046566768,0
2016p859262,earthquake,2016-11-13T22:15:12.740Z,2017-09-19T03:25:59.257Z,172.7011108,-42.66666794,4.552433665,4.937552929,M,,LOCSAT,confirmed,manual,iasp91,42,26,13,0.08087297529,57.82009888,0.9579829041,0
2016p859245,earthquake,2016-11-13T22:05:50.826Z,2017-09-18T04:14:16.690Z,173.9652557,-41.89445496,4.076786774,13.177742,M,,LOCSAT,confirmed,manual,iasp91,29,16,12,0.06236501411,97.03894043,0.6711480784,0
2016p859229,earthquake,2016-11-13T21:57:40.731Z,2017-09-18T01:55:28.860Z,173.850647,-42.33995819,4.43461422,11.84379101,M,,LOCSAT,confirmed,manual,iasp91,57,36,20,0.1514942646,146.3258247,0.7807069225,0
2016p859207,earthquake,2016-11-13T21:45:32.909Z,2017-09-15T04:54:56.884Z,174.2723694,-41.69071198,4.444253926,11.23584747,M,,LOCSAT,confirmed,manual,iasp91,49,28,18,0.1694012135,135.2612457,1.361759231,0
